bin_center_ns,count
0.493,319.0
0.495,291.0
0.497,303.0
0.499,303.0
0.501,285.0
0.503,294.0
0.505,302.0
0.507,304.0
0.509,250.0
0.511,301.0
0.513,329.0
0.515,285.0
0.517,313.0
0.519,303.0
0.521,265.0
0.523,306.0
0.525,316.0
0.527,303.0
0.529,320.0
0.531,293.0
0.533,296.0
0.535,315.0
0.537,297.0
0.539,307.0
0.541,284.0
0.543,314.0
0.545,323.0
0.547,317.0
0.549,304.0
0.551,328.0
0.553,315.0
0.555,319.0
0.557,315.0
0.559,316.0
0.561,320.0
0.5630000000000001,295.0
0.5650000000000001,322.0
0.5670000000000001,291.0
0.5690000000000001,307.0
0.5710000000000001,340.0
0.5730000000000001,342.0
0.5750000000000001,293.0
0.5770000000000001,319.0
0.579,271.0
0.581,331.0
0.583,311.0
0.585,321.0
0.587,333.0
0.589,348.0
0.591,333.0
0.593,325.0
0.595,284.0
0.597,292.0
0.599,337.0
0.601,285.0
0.603,333.0
0.605,314.0
0.607,342.0
0.609,312.0
0.611,289.0
0.613,325.0
0.615,345.0
0.617,298.0
0.619,321.0
0.621,325.0
0.623,361.0
0.625,313.0
0.627,311.0
0.629,327.0
0.631,336.0
0.633,305.0
0.635,318.0
0.637,345.0
0.639,339.0
0.641,341.0
0.643,334.0
0.645,310.0
0.647,308.0
0.649,326.0
0.651,337.0
0.653,368.0
0.655,313.0
0.657,328.0
0.659,318.0
0.661,330.0
0.663,354.0
0.665,304.0
0.667,352.0
0.669,353.0
0.671,371.0
0.673,339.0
0.675,322.0
0.677,345.0
0.679,340.0
0.681,328.0
0.683,315.0
0.685,354.0
0.687,339.0
0.6890000000000001,314.0
0.6910000000000001,379.0
0.6930000000000001,333.0
0.6950000000000001,375.0
0.6970000000000001,348.0
0.6990000000000001,321.0
0.7010000000000001,344.0
0.7030000000000001,314.0
0.705,335.0
0.707,346.0
0.709,326.0
0.711,336.0
0.713,370.0
0.715,336.0
0.717,351.0
0.719,357.0
0.721,367.0
0.723,340.0
0.725,354.0
0.727,340.0
0.729,339.0
0.731,345.0
0.733,360.0
0.735,364.0
0.737,362.0
0.739,343.0
0.741,394.0
